VideoID,Title,Captions
d3V1yz82qyU,3 dicas para se divertir gastando pouco,Você já olhou pro valor do ingresso do cinema e se assustou somos dois Mas prometo que dá para você curtir e economizar também se liga nessas três dicas primeira dica as datas comemorativas todas as empresas querem dar algum descontinho paraos seus clientes nessa época Dá para pegar o ingresso do cinema mais barato uma passagem com desconto várias coisas vocês planeja e compra com antecedência para conseguir aproveitar se tiver sem juros e couber no seu orçamento para dar aquela parceladinho a segunda dica é a do amigo milionário Você já viu aquele cara no seu Instagram que parece que tá sempre vi aando do nada provavelmente ele compra pacotes fora de temporada e paga uma mixaria Por isso às vezes o voo mais hotel mais café sai mais barato do que só o voo na temporada então se você conseguir tirar férias fora de temporada Aproveita e se diverte última dica e o de graça você sabe quantas coisas que dá para fazer de graça na sua cidade você jogar no tiktok O que fazer em São Paulo o que fazer em Brasília vai descobrir 1 milhão de planos para aproveitar na faixa tem parque exposição evento um monte de coisa dá para curtir demais pagando pouco e para economizar mais segue a gente por aqui
LRliE0LRgb8,Saiba mais sobre a expansão do Sicredi no estado de São Paulo,"Olá pessoal sou o Rogério Leal aqui do secred estamos falando com vocês direto aqui do estúdio secred n agrh 2024 e com a participação do Sicred já trazendo aqui um convidado muito especial que é o Clemente renosto né nosso presidente da secred Parque das Araucárias que é a a cooperativa anfitriã né aqui de todo o sistema secred hoje representando por est presente na área de Ribeirão Preto seu Clemente primeiramente saudar a todo especial os nossos Associados Sicred né Rogério é um momento de uma alegria muito grande momento estarmos aqui na grow também o secred estar aqui podendo apoiar o nosso associado secred aonde a gente possa de fato atender a expectativa do nosso associado eh amparando ele não só com recursos mas sim com informações sobre o agronegócio né o águ negócio né Rogério que hoje é fundamental na economia do nosso país das principais Plays né e junto à balança comercial e o sred Então hoje né a principal entidade financeira privada no financiamento do agronegócio é o está em primeiro lugar né na no repasso de recurso via BNDS pro nosso associado isso tem feito a diferença né junto à comunidades onde o se Cred está presente entendi e o senhor trouxe aqui algumas informações muito relevantes né talvez nem todo mundo tenha dimensão é dessas questões né É o primeiro ponto e é muito legal falar para todo mundo sobre isso o quanto O agronegócio representa pra balança comercial do Brasil O senhor falou que a gente já é aí eh quase 1/4 né 25% da economia brasileira ela é baseada no Agro É isso mesmo exatamente e e o secred né tem sido o um não tem sido o principal né fomentador do Agro né E nós temos na nossa origem nossas cooperativas do cé a grande parte delas são runda do agronegócio a nossa Cooperativa é uma dessas na maioria do nossos associado também ão na no Agro né e não só repassador beds né Nós temos sido né um dos principais pros realmente no apoio de recursos ao nosso associado áro mas não só o associado áo mas também o nosso eh público em geral né o cé uma Cooperativa de Crédito de Liv admissão atendendo todo o segmento da economia né ao comércio a indústria profissional liberal enfim atuando de forma a contribuir o desenvolvimento de toda a região aonde o crédito tá presente e nós temos uma felicidade né Rogério do secred hoje já está em todo o país né tá em todos os estados então quer dizer o secred hoje é responsável por poder to examente movimentar a economia em todo o nosso país fazendo realmente do cooperativismo de crédito um diferencial que é est ao lado do seu associado no dia a dia do seu negócio que legal que legal é tava tava olhando minha colinha aqui e o senhor foi falando algumas informações e bate exatamente com que a gente tem aqui né fato que nascemos no agronegócio Então por de est aqui na agr né e 700.000 Associados hoje do secred dos mais de 7,5 milhões são agricultores a gente tá falando de quase de pessoas aí que são todas ligadas ao Agro e outro ponto importante que eu acho que seria legal o senhor comentar conosco é essa evolução ou crescimento do secred no sudeste brasileiro né vocês a cooperativa do senhor né que o senhor lidera é um excelente exemplo disso né nasceu no Paraná e vem para São Paulo também para ajudar a contribuir com essa causa cooperativista comenta um pouquinho dessa chegada de vocês aqui em São Paulo e e como é que o senhor tá vendo aí após 5 anos de operação também aqui em São Paulo a o maior a maior maior conhecimento da marca secred pelos paulistas e região de Ribeirão Preto Olha isso é uma gratidão quando a gente fala do secred começar na origem do secred mesmo lá em 1990 né lá em eem Rio Grande do Sul Nova Petrópolis onde iniciou a primeira Cooperativa de Crédito do sistema Sicred né E aí lógico com o apoio das cooperativas do Rio Grande do Sul e do Paraná se criou o sistema CIC prédio né e de lá para cá tem tido um desenvolvimento muito grande né E nós tivemos a felicidade em 2017 inaugurar nossa primeira agência da secred Parque arcar aqui no município de Ribeirão Preto já ão hoje até né no mesmo evento da grish show 7 anos atrás a gente inaugurou né E você tava L tava junto Foi inauguração no mesmo dia da da GR Exatamente isso nossa felicidade 7 anos depois nós estarmos aqui de volta né e presente sempre nagr show né não só como participante mas também patrocino patrocinando né Nós somos patrocinadores oficiais também aqui da agre show e já com 14 agências hoje aqui na região de Ribeirão Preto seis só na na na cidade em 7 anos de vocês aqui saiu de uma agência para 14 para 14 agências no estado já são mais de 375 Devemos chegar até o final do ano a 400 agências em na região de São Paulo né a nossa cooperativa em particular vamos estar inaugurando mais duas agências esse ano né serana E também Santa Rita do David carb ão são serão mais duas novas agências já temos mais de 17.000 Associados só aqui na regional de Ribeirão pret só em Ribeirão Preto Então realmente o que nos dá orgulho é ver eh por parte da comunidade a aceitação do sistema secred e dessa forma né de atuação Nossa muito próximo do nosso associado né Realmente junto ao negócio do associado tem feito essa diferença né e e o especial de tudo é você ver no olho do nosso associado a alegria dele fazer parte do cé a tem tido muito depoimento de agradecimento pelo trabalho que o secred tem feito né até dentro da do momento da pandemia né No momento de você precisava de mais apoio sinced tava lá para poder apoiar o nosso associado próximo acho que pra gente ir concluindo aqui mas eh muito interessante ver esse crescimento do cicr né recapitulando uns dados que o senhor trouxe né a cooperativa nasceu no Paraná Parque das Araucárias veio para São Paulo há 7 anos uma agência agora já tem 14 aqui na região de Ribeirão quase 20.000 Associados só aqui em Ribeirão Preto e isso diz muito aí do crescimento do Sicred né quase 400 agências em São Paulo e o bacana é ver que as pessoas estão abertas ao secred acho que tem muito a ver com esse jeito que o seu colocou de tá próximo né Então queria que o senhor falasse um pouquinho desse diferencial que as pessoas estão percebendo do do jeito Sec Cred né de Fala um pouquinho para nós né e para quem tá nos ouvindo como é que é essa receptividade no contato humano aí do secred é exatamente Rogério o que a gente tem de maior diferencial é que o secred o principal é o associado é o ser humano a gente valoriza sempre as pessoas acima de qualquer coisa masé a nossa cooperativa já é formada por pessoas né então esse já é o grande diferencial e o mais importante de tudo é sim o nosso colaborador estar junto com o associado conhecendo da realidade do nosso associado e poder oferecer para eles sim produtos e serviços do mercado financeiro mas aqueles produtos que são do negócio do associado que possa conectar com aquilo que o associado precisa para poder fomentar o seu entendimento entender a demanda ele depois levar a solução exatamente primeiro de tudo é entender o negócio do associado e depois Através disso você poder oferecer sim produtos e serviços adequado ao negócio dele e dessa forma a gente tem tido uma aceitação muito grande por parte dos nossos Associados inclusive recomendando outros amigos a vir fazer parte do sred Então realmente tá sendo um sucesso tá gente assim um crescimento muito bom acima de 20% a cada ano que passa Então realmente tem sido muito prazeroso estar aqui hoje legal É como diz o nosso isl longa né é ter com quem contar eu acho que é isso que vocês estão fazendo aqui em Ribeirão Preto é se colocando à disposição para que as pessoas tenham com quem contar Exatamente esse e eu atuar pelo propósito né fazer a diferença no negócio do associado Muito obrigado Pessoal esse foi o Clemente renosto né nosso Presidente aqui da Parque das Araucárias Paraná Santa Catarina e São Paulo eles atuam nesses três estados especialmente aqui em Ribeirão Preto falando com vocês do estúdio agrishow Lembrando que o Sicred é patrocinador mais um ano da Feira maior feira do agronegócio seu Clemente palavras finais Muito obrigado pela participação aqui no nosso estúdio secred nós é que temos que agradecer né Rogério não só ao sistema secred mas em especial a todos os nossos associados que realmente fazem essa diferença quer dizer e o nosso colaborador né que a gente tem hoje aqui uma equipe de colaboradores dando todo o suporte técnico porque realmente o nosso associado não só da cicr Park mas da família Park e também de todo o sistema C possam ser muito bem acolhidos aqui vim aqui que com certeza nesse est a gente vai estar aqui recepcionando a todos e realmente prestando aquele apoio não só aqui mas no dia a dia do seu negócio muito obrigado obrigado nós que agradecemos"
9y6WyEgPfGc,Sicredi cresce em São Paulo,inaugurar a nossa primeira agência da secred de parque do Arc aqui no município de Ribeirão Preto já então hoje até né no mesmo evento da grish show 7 anos atrás a gente inaugurou né E você tava lá tava junto Foi inauguração no mesmo dia da da GR Exatamente esse já com 14 agências hoje aqui na região de Ribeirão Preto seis só na na na cidade de Ribeirão Preto sete anos de vocês aqui saiu de uma agência para 14 para 14 agências no estado já são mais de 370 Devemos chegar até oo final do ano a 400 agências em na região de São Paulo né a nossa cooperativa em particular vamos estar inaugurando mais duas agências esse ano né serana E também Santa Rita de ão são serão mais duas novas agências já temos mais de 17.000 Associados só aqui na regional de Ribeirão pret rirão Preto Então realmente o que nos dá orgulho é ver e por parte da comunidade a aceitação do sistema sec i
qj5SwCkd4rs,Não perca a série de videocasts do Sicredi na Agrishow 2024,Olá pessoal meu nome é Rogério trabalho no secred estamos falando aqui direto da agrh 2024 desse estúdio que vocês estão vendo aqui que nós Montamos Para quê Para convidar você e personalidades do agronegócio para conversar sobre todos os temas referente ao Agro que é o segmento que move o Brasil então você que tá nos acompanhando nas redes sociais Vem Com a Gente acompanha os conteúdos as entrevistas os podcasts e videocasts que estamos gravando aqui com colegas do secred e personalidades do mundo do Agro vem com a gente junto nessa jornada da agr show 2024 CCR agrh o agr móvel Brasil e tem com quem contar
qwRpp1PyFRQ,"SICREDI | Aqui, no Sicredi, não é só dinheiro, é ter com quem contar",aqui no se não é só dinheiro é ter com quem contar é sonhar é realizar é crédito é acreditar é todo mundo prosperar não é só dinheiro é conservador é Arrojado é moderado é investir sem perfil determinado segur cons é ser atendido sem sofren no na vida no Zap na [Música] agência com
3BEIdk5k_48,SICREDI | É ter com quem contar,não é só dinheiro é ter com quem contar aqui no secrete não é só dinheiro ter com quem contar é sonhar é realizar é crédito é acreditar é todo mundo prosperar não é só dinheiro é conservador é Arrojado é moderado é investir sem perfil determinado não é só dinheiro é a que no se cré não é só dinheiro é a Ana é a dona Ana é de grão e grão é uma grande plantação é segura é consórcio é poupança é cartão não é só dinheiro não é só um bolo piscina milho é seu sonho sob medida é ser atendido sem sofrencia no app na vida no Zap na agência é gerente PR te impulsionar nunca te empurrar com quem contar Maria Paula João Bruno Osvaldo não é dinheiro é ter com quem contar Y
Y8dkETPbwDQ,4 passos para tirar os seus sonhos do papel,provando que você não se programa para tirar seus sonhos do papel em Quatro Passos primeiro você não conhece os seus gastos Nossa que cobrança é essa Toca do Tio balum foi você que fez essa compra não segundo você não diminui despesas ai não fiz o cadastro aí depois eu compro no segundo lote terceiro terceiro você não conhece a sua conta bancária Vocês ficam me ligando desse cartão para falar de serviço benefício vantagem isso não é importante eu só quero usar o cartão quarto você sempre compra por impulso amiga eu não tenho uma roupa verde Vamos no shopping Bom a boa notícia é que com planejamento financeiro dá para tirar seus sonhos do papel ainda esse ano e eu conto com o secred que me ajuda nos próximos passos
T8dpOpYpGx0,"Sicredi, patrocinador oficial da Agrishow 2024",[Música] mover é dar movimento despertar estimular mas quando move muita gente é mais que movimento é desenvolvimento que move a economia a tecnologia e a Inovação gerando emprego renda e a garantia de alimento pras nossas famílias e para todo o país o Agro move o Brasil e conta com o secred para mover ainda mais Y
gVV6qToLF3M,Organizador PJ – Vantagens para quem tem Cobrança do Sicredi,
jJZQcLkb5sw,Sicredi | Organizador PJ – Mais facilidade para organizar a finanças do seu negócio,
_nnnVU8l-CE,Venha para o Sicredi.,[Música] bem-vindos ao secred a primeira instituição financeira cooperativa do Brasil somos uma empresa sólida com mais de 120 anos e em constante evolução somos formados por agências cooperativas centrais e um centro administrativo nosso modelo de negócio é baseado no cooperativismo aqui não temos clientes temos associados que passam a ser donos do SEC tendo voz sobre as decisões do negócio e participando dos resultados estamos em todos os estados muitas vezes sendo a única instituição financeira em alguns municípios sempre apoiando nossos Associados com soluções Que direcionem recursos para investimentos na região aqui no secred não é só dinheiro é ter com quem contar confiar e realizar somos reconhecidos pela excelência em atendimento e relacionamentos de confiança isso é reflexo dos valores que carregamos aqui de cooperação pessoas no centro evolução constante atuação sistêmica desenvolvimento local ética e transparência nossos mais de 40.000 talentos são a força que faz tudo isso acontecer encontrando aqui um ambiente humano acolhedor com oportunidades para crescer e se desenvolver quer fazer a diferença e consolidar sua carreira em uma das melhores empresas para trabalhar no Brasil junte-se a nós c o seu talento para Um Mundo Melhor [Música] [Aplausos] [Música]
CTU4BkbE6YU,Sicredi | Patrocinador Oficial do Acreanão,o futebol é uma paixão nacional e para o secred futebol é ter com quem Torcer é ter com quem gritar gol no último lance é ter com quem comemorar aquele título tão esperado é ter com quem compartilhar o seu orgulho em cada canto do Estado a nossa torcida também é toda sua Conte com as nossas soluções financeiras estamos na agência estamos no digital e estamos em campo secred não é só dinheiro é ter com quem contar patrocinador Oficial do Acre 2024 [Música]
lSmTOa0SeSo,Sicredi | Patrocinador Oficial do Amapazão Sicredi,o futebol é uma paixão nacional e para o CIC futebol é ter com quem Torcer é ter com quem gritar gol no último lance é ter com quem comemorar aquele título tão esperado é ter com quem compartilhar o seu orgulho em cada canto do Estado a nossa torcida também é toda sua Conte com as nossas soluções financeiras estamos na agência estamos no digital e estamos em campo secred não é só dinheiro é ter com quem contar patrocinador oficial do amapazão secred 2024
So9rt43B1GE,Sicredi | Patrocinador Oficial do Campeonato Rondoniense,o futebol é uma paixão nacional e para o c futebol é ter com quem Torcer é ter com quem gritar gol no último lance é ter com quem comemorar aquele título tão esperado é ter com quem compartilhar o seu orgulho em cada canto do Estado a nossa torcida também é toda sua Conte com as nossas soluções financeiras estamos na agência estamos no digital e estamos em Campo C não é só dinheiro é ter com quem contar patrocinador oficial do campeonato rondoniense 2024
kYsRGPY3aY0,Sicredi | Patrocinador Oficial do Campeonato Mato-grossense Martinello Sicredi,o futebol é uma paixão nacional e para o secred futebol é ter com quem Torcer é ter com quem gritar gol no último lance é ter com quem comemorar aquele título tão esperado é ter com quem compartilhar o seu orgulho em cada canto do Estado a nossa torcida também é toda sua Conte com as nossas soluções financeiras estamos na agência estamos no digital e estamos em campo secred não é só dinheiro é ter com quem contar patrocinador oficial do campeonato Matogrossense martinelo secred de futebol 2024
gxTQg0PeYsw,Sicredi | Patrocinador Oficial do Barezão,o futebol é uma paixão nacional e para o secred futebol é ter com quem Torcer é ter com quem gritar gol no último lance é ter com quem comemorar aquele título tão esperado é ter com quem compartilhar o seu orgulho em cada canto do Estado a nossa torcida também é toda sua Conte com as nossas soluções financeiras estamos na agência estamos no digital e estamos em campo secred não é só dinheiro é ter com quem contar patrocinador oficial do barzão 2024 [Música]
kWGcWe3HqmE,Sicredi | Patrocinador Oficial do Campeonato Roraimense,o futebol é uma paixão nacional e para o CIC futebol é ter com quem Torcer é ter com quem gritar gol no último lance é ter com quem comemorar aquele título tão esperado é ter com quem compartilhar o seu orgulho em cada canto do Estado a nossa torcida também é toda sua Conte com as nossas soluções financeiras estamos na agência estamos no digital e estamos em campo secred não é só dinheiro é ter com quem contar patrocinador oficial do campeonato rense 2024
vIkI9aUFDCg,Paulistão Sicredi 2024,assim como na vida o Paulistão 2024 foi feito de encontros antes mesmo do primeiro apito o encontro dos torcedores já estava formado quando a bola encontrou a trave o grito travou na garganta mas sempre que o seu time encontrou o ângulo perfeito o encontro com a galera estava garantido o Paulistão fortaleceu o encontro entre secred e São Paulo temos uma paixão em comum com os paulistas o [Aplausos] FB e é um privilégio apoiar o esporte Nacional o estado mais diverso do Brasil recebeu de braços estamos aqui para somar porque os paulistas tem com quem contar na hora de realizar o seus sonhos Um brinde ao nosso encontro não é só futebol é ter com quem contar conte você também con [Música] [Aplausos]
j63yI2XplC4,Planeje sua viagem internacional,viajar pela Europa igual eu tô fazendo agora sempre foi um sonho meu conhecer diferentes países diferentes culturas e ver com meus próprios olhos paisagens que só via nos filmes e eu só tô vivendo isso hoje porque lá atrás eu me programei bastante e se você quer aprender a fazer o que eu fiz fica nesse vídeo que eu vou te ensinar a estratégia toda se resume em quatro letras c c p e calcular calcular planejar e executar depois que a gente tem uma média aproximada do valor e Verê se está dentro da nossa realidade vem o segundo cálculo a sua tarefa nessa etapa é fazer um cálculo mais preciso da viagem pensar em todos os custos e chegar no custo total real aí vem a etapa de planejamento em que você vai pensar como de forma saudável financeiramente você vai juntar aquele valor E aí consequentemente você vai ter um prazo pra sua viagem por fim a gente chega na última letra e na última etapa executar até aqui você vai precisar de muita paciência e disciplina mas pode ter certeza na hora que você tiver entrando naquele avião tudo vai ter da pena ah e uma dica bônus não esquece de seguir Secret para mais vídeos como esse
ONEssCAJdzA,Explica Aí Sicredi - Qual é máquina de cartões ideal para a sua empresa?,tá em busca de uma máquina de cartões ideal para o seu negócio Conheça as opções disponíveis no [Música] secred se você precisa emitir nota fiscal gerenciar seu stoque suas vendas e aceitar diversas formas de pagamento a máquina Smart é perfeita afinal ela cumpre todas essas funções você realiza poucas transações no seu negócio então transforme o seu celular em uma maquininha e tenha mais praticidade prefere não depender de sinal móvel ou da internet a máquina com conexão por cabo oferece tudo que você procura se seu negócio tem uma alta demanda de transações a solução de pagamento conectada à automação comercial da sua empresa será essencial e nós também temos soluções para você que não sente necessidade de uma máquina física é só optar pelo link de pagamento curtiu Fale com nossos gerentes ou acesse o site para escolher a sua
DwNC-7VwXtc,Explica Aí - Quais são os benefícios de ter conta PJ em uma cooperativa?,que ced é uma instituição financeira cooperativa você provavelmente já sabe mas e as vantagens de abrir a sua conta PJ Aqui você [Música] conhece assim como você se dedica para o seu negócio prosperar o secred não mede esforços para promover o desenvolvimento local e facilitar a sua jornada empreendedora na prática isso significa bem mais que acesso simples e seguro a Soluções financeir personalizadas aqui você é mais que um cliente é um associado ao adquirir uma pequena Cota da sua cooperativa você passa a ser dono do secred Ou seja você tem voz ativa nas decisões e participa dos resultados da sua cooperativa e a qualquer momento na agência ou no digital você conta com atendimento próximo de quem conhece e se preocupa com as suas necessidades curtiu vá até a agência mais próxima e abra a sua conta PJ no secred
zidormmBfK0,Explica Aí - Por que ter uma conta Pessoa Jurídica no Sicredi?,empreender pode ser mais fácil com uma conta PJ no secred e hoje eu vou explicar os [Música] motivos separar o seu dinheiro e o dinheiro da empresa é essencial isso profissionaliza seu negócio dá mais controle do fluxo de caixa e evita confusões uma conta PJ ajuda na gestão da empresa e permite o acesso a soluções financeiras que funcionam o crescimento do seu negócio mas que uma instituição financeira para fazer saques depósitos e transferências aqui no secred Você tem o parceiro que ajuda no seu desenvolvimento oferece taxas mais justas e participação nos resultados da sua cooperativa Abrir sua conta PJ é simples e rápido basta ir até uma agência com os seus documentos e os da sua empresa e como as documentações necessárias variam para cada tipo de negócio converse antes com o gerente para saber quais serão solicitadas E aí que tal abrir sua conta J no Secret
m4ZosPgTlOs,Explica Aí - Por que ter uma máquina de cartões do Sicredi na sua empresa?,não importa o tipo ou tamanho da sua empresa as máquinas de cartões doce Cred oferecem várias vantagens Que tal descobrir algumas [Música] delas ter uma máquina de cartões é ótimo para o seu cliente que tem mais opções de pagamento e para o seu negócio pois amplia as formas de recebimento além de aceitar as principais bandeiras do mercado com nossas máquinas é possível realizar pagamentos via pxs quer mais agilidade sem abrir mão da segurança o pagamento por aproximação é uma alternativa prática e sem contato quando precisar otimizar o seu fluxo de caixa é possível antecipar os recebimentos das vendas a prazo e pelo aplicativo você faz a gestão completa do negócio e sempre que precisar estamos disponíveis para te apoiar em nossos canais de atendimento e agências Descubra o modelo de máquina ideal para o seu negócio e peça a sua
tlbB1nPZAMo,Explica Aí  - É possível receber todas as vendas da sua máquina no Sicredi?,[Música] Sabe aquela história de ter várias máquinas de cartões e enfrentar dificuldades na hora de receber o dinheiro comred esse problema fica no [Música] passado pela sua conta corrente do secred é possível centralizar as vendas das suas máquinas inclusive de outras instituições assim você não precisa ter uma conta na instituição de cada máquina Isso é o que chamamos de domicílio bancário uma maneira prática de receber todos os pagamentos das suas vendas direto na sua conta PJ do Sicred e sabe aquele pagamento a prazo que você tem para receber é possível antecip e otimizar o seu fluxo de caixa e o melhor o dinheiro das suas vendas chega em até um dia útil E aí que tal trazer mais praticidade na gestão das suas vendas peça já a sua máquina de cartões do ced concentre suas vendas com a gente e aproveite soluções completas
2S5TlcgkCpE,Explica Aí - Facilidades de emitir e cobrar boletos no Sicredi,[Música] quer uma alternativa simples e segura para emitir e gerir boletos de cobrança do seu negócio tá na hora de conhecer Nossa [Música] soluções com as soluções de emissão de boleto do secred você Pode emitir boletos pelo aplicativo ou pelo Internet Banking com segurança e sem atrasos se sua empresa tiver sistema de gestão próprio é possível automatizar a emissão comércios online podem disponibilizar boletos como forma de pagamento você escolhe os boletos podem ser gerados somente com código de barras tradicional ou qu QR code para o seu cliente pagar via PX e você receber na hora além de trazer mais agilidade financeira para o seu negócio essa é uma alternativa sustentável e flexível e aderir é simples basta ir em uma agência e fazer a contratação e ainda você pode acompanhar os boletos emitidos dar baixa gerar relatórios e muito mais prático né Experimente as vantagens dessa solução do secred para a sua empresa
YMp98w26gMk,Explica Aí - Por que trazer a folha de pagamento da sua empresa para O Sicredi?,[Música] quer agilizar a folha de pagamento da sua empresa de forma segura Conheça as vantagens de trazê-la para o [Música] secred trazer a folha de pagamentos para o secred é sinônimo de agilidade para sua empresa tanto na área financeira quanto de recursos humanos com os pagamentos centralizados você simplifica processos de gestão da folha e todo o processo é digital o que elimina o manuseio e o transporte de engenheiro e torna tudo mais seguro Além disso você tem total segurança jurídica Afinal o pagamento é realizado na conta salário do seu colaborador seguindo a legislação trabalhista Caso seja associado ao Sec é possível que o seu colaborador opte por receber na conta corrente ou poupança E aí gostou para trazer a folha de pagamento da sua empresa para o secred é só buscar a agência mais próxima
amlzCwcBZ3s,Explica Aí - Quais são as vantagens de seus funcionários se associarem a uma cooperativa?,[Música] sabia que além dos benefícios para o seu negócio trazer a folha de pagamentos dos seus funcionários para o secred contribui com o crescimento da sua comunidade e é sobre isso que vamos [Música] falar sabe o orgulho de ver o seu negócio transformando a vida dos seus colaboradores quando você traz sua folha de pagamento para o cicret e seus funcionários se tornam nossos Ass é possível ampliar esse Impacto positivo isso porque apoiamos iniciativas que desenvolvem cada localidade seja com soluções que investem na região ou apoiam negócios sustentáveis e seus colaboradores enquanto Associados fortalecem esse círculo Virtuoso Afinal Eles tomam decisões sobre os resultados financeiros da cooperativa e decidem onde eles serão aplicados e abrindo uma conta com a gente seus colaboradores possuem vári soluções financeiras à disposição como cartão de crédito e débito consórcios investimentos e muito mais e aí que tal indicar o secred para os seus colaboradores
0rBHDSkUbPs,Explica Aí - Existem benefícios em trazer os seus pagamentos dos Fornecedores Para o Sicredi?,[Música] quer ter mais agilidade ao pagar seus fornecedores nós temos soluções que [Música] ajudam da empresa que fornece a matériaprima passando pela limpeza e Transportes quando se trata de fornecedores é muita coisa para gerenciar para quem busca maior organização financeira a solução pague fora pagamento a fornecedores do secred é uma ótima escolha sem sair do escritório você automatiza todos os pagamentos do seu CNPJ é só agendar pelo nosso Internet Banking ou pelo sistema próprio da sua empresa com troca de arquivos Sabe aquela história de digitar boleto por boleto pode esquecer e tem mais os pagamentos não precisam ser feitos por quem fez o lançamento basta autorizar outras pessoas quem conta com secred tem mais agilidade e segurança nos pagamentos além de reduzir custos administrativos e operacionais Afinal fica tudo automatiz e Centralizado Quer experimentar fale com o seu gerente e contrate
CzubjGxHiAI,Explica Aí - O Pagamento a Fornecedores do Sicredi e seguro?,[Música] quando você conta com secred na hora de organizar o pagamento dos seus fornecedores não precisa escolher entre praticidade e segurança vamos descobrir [Música] como perder a data do pagamento dados da conta errados falha de processamento tudo isso pode acontecer quando você tem um grande volume de pagamentos para fazer não é mesmo mas sabia que com a solução de pagamento a fornecedores su Cred você evita falhas e traz mais segurança pro seu negócio por ser automatizado e digital o processo dispensa deslocamentos e o manuseio de dinheiro de onde você estiver basta acessar o nosso Internet Banking ou o sistema próprio da empresa para fazer o agendamento Além disso tem todas as vantagens que você já conhece como redução de custos administrativos e operacionais praticidade com a automatização e agilidade nas operações financeiras curtiu Experimente na sua empresa
A-y2JTDzj1Q,Explica Aí Sicredi - Perfil de Investidor: Arrojado,um investidor que aceita correr mais riscos para aumentar seu capital Que tal conhecer esse [Música] perfil com foco em ativos de longo prazo investidores do perfil Arrojado estão abertos a novas possibilidades de investimento Estão dispostos a correr riscos mais elevados tudo isso em busca de Altos retornos esses investidores costumam fazer reservas de emergência em ativos com pouca volatilidade e al exemplo disso são renda fixa pós-fixada e Fundos e para diversificar seu portfólio apostam também nas opções de renda variável fundos de multimercado e fundos de ações com estratégias diferenciadas pessoas desse perfil são mais tolerantes a riscos e volatilidade priorizando rentabilidade em vez de liquidez e previsibilidade por isso analisar o cenário macroeconômico e investimentos de longo prazo são seus aliados afinal o caminho no curto prazo Pode não ter retornos financeiros atrativos e para aproveitar as oportunidades e cenários de adversidade Conte com seu gerente do secr ele pode te ajudar a diversificar sua carteira buscando ganhos no longo prazo quer descobrir se você faz parte do perfil Arrojado faça o teste no nosso site e conte o resultado nos comentários
UGMJhDtnhMg,Uma experiência de viagem Sicredi Visa Infinite,e se você for fazer uma viagem sem saber para onde vai e nem o que vai fazer pois é a gente vai fazer uma viagem assim e mais do que nunca a gente vai precisar de muita confiança e [Música] colaboração eu sou jornalista sou apresentador CV mas a minha vocação principal desde pequena é viajar eu gosto de mergulhar na cultura do lugar to viajo basicamente para comer e entender a cultura gastronômica daqueles lugares o que me atrai mais nos lugares é a natureza para mim é o elo mais forte que eu tenho com as viagens e a brincadeira é essa eu não sei para onde a ktia e nem o Bruno vão me levar e nem o que a gente vai fazer mas claro que eu também tenho minhas surpresas eles també não fazem ideia do que eu tô aprontando para eles vamos embora então S falta e aí vamos com a gente
GlptrZwJRJw,Sicredi. Patrocinador Oficial do Campeonato Mato-grossense Martinello Sicredi,o futebol é uma paixão nacional e para o secred futebol é ter com quem Torcer é ter com quem gritar gol no último lance é ter com quem comemorar aquele título tão esperado é ter com quem compartilhar o seu orgulho em cada canto do Estado a nossa torcida também é toda sua Conte com as nossas soluções financeiras estamos na agência estamos no digital e estamos em campo secred não é só dinheiro é ter com quem contar patrocinador oficial do campeonato Matogrossense martinelo secred de futebol 2024
C0R_jgzVZqg,Sicredi. Patrocinador Oficial do Barezão,o futebol é uma paixão nacional e para o secred futebol é ter com quem Torcer é ter com quem gritar gol no último lance é ter com quem comemorar aquele título tão esperado é ter com quem compartilhar o seu orgulho em cada canto do Estado a nossa torcida também é toda sua Conte com as nossas soluções financeiras estamos na agência estamos no digital e estamos em Campo C não é só dinheiro é ter com quem contar patrocinador oficial do barzão [Música] 2024
HO-rWm2d6Lw,Sicredi. Patrocinador Oficial do Campeonato Roraimense,o futebol é uma paixão nacional e para o CIC futebol é ter com quem Torcer é ter com quem gritar gol no último lance é ter com quem comemorar aquele título tão esperado é ter com quem compartilhar o seu orgulho em cada canto do Estado a nossa torcida também é toda sua Conte com as nossas soluções financeiras estamos na agência estamos no digital e estamos em campo secred não é só dinheiro é ter com quem contar patrocinador oficial do campeonato rense 2024
vuzyfbt6QNw,Explica Aí Sicredi - Perfil de Investidor: Moderado,uma busca pelo equilíbrio entre rentabilidade e segurança nos investimentos sabe que perfil é esse a gente [Música] explica para ter bons resultados e Minimizar riscos conhecimento estratégia e cautela são os aliados de investidores com perfil moderado quem está neste grupo até aceita correr riscos médios para buscar uma boa rentabilidade deixe que saiba o contexto em que suas aplicações estão [Música] envolvidas além de já ter a sua reserva de emergência garantida e diversificar as aplicações esse perfil costuma escolher rendimentos de médio e longo [Música] prazo e para esse perfil as possibilidades de aplicação são várias Existem os investimentos de renda fixa pré-fixada ou pós-fixada e também os Fundos mais elaborados como multimercados e fundos de ações mas não esqueça para escolher os investimentos mais adequados para seu momento de vida e para o seu portfólio e considerar o cenário macroeconômico converse com seu gerente do C se identificou com um perfil moderado faça o teste no nosso site e conte nos comentários Qual o seu perfil de investidor
